Country,Global category,Overview category,Sector,Subsector,Indicator ID,Value,Source,Indicator name
Latvia,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/LTS1_Latvia.pdf"">Strategy of Latvia for the Achievement of Climate Neutrality by 2050</a> (12/9/2020); <br><a href=""https://climate-laws.org/cclow/geographies/latvia/policies/latvia-s-strategy-to-achieve-climate-neutrality-by-2050"">Latvia’s Strategy to Achieve Climate Neutrality by 2050</a> (12/1/2019)",Net_Zero,Net-zero Target Source
Latvia,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Latvia,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Latvia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Latvia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Latvia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Liberia,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Liberia,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Liberia,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Liberia%20First/INDC%20Final%20Submission%20Sept%2030%202015%20Liberia.pdf"">Liberia's First NDC</a> (8/27/2018)",Net_Zero,Net-zero Target Source
Liberia,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Liberia,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Liberia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Liberia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Liberia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Lithuania,Overview,Net-zero Target,,,nz_status,In Policy Document (11/2/2021)<br>In Political Pledge (11/2/2021),Net_Zero,Net-zero Target Status
Lithuania,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Lithuania,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/National%20Climate%20Change%20Management%20Agenda%20of%20Lithuania%20%28Lithuanian%29.pdf"">Lithuania's Long-term Strategy</a> (11/2/2021); <a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-o-2"">Speech during COP26 World Leaders Summit</a> (11/2/2021)",Net_Zero,Net-zero Target Source
Lithuania,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Lithuania,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Lithuania,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Lithuania,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Lithuania,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Luxembourg,Overview,Net-zero Target,,,nz_status,In Policy Document (11/2/2021)<br>In Law (12/20/2020),Net_Zero,Net-zero Target Status
Luxembourg,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Luxembourg,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/LUX_LTS_2021.pdf"">Long-term national strategy for climate action</a> (11/2/21); <a href=""http://legilux.public.lu/eli/etat/leg/loi/2020/12/15/a994/jo"">Climate Protection Law</a> (12/20/2020)",Net_Zero,Net-zero Target Source
Luxembourg,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Luxembourg,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Luxembourg,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Luxembourg,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Luxembourg,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Malawi,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Malawi,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Malawi,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Malawi,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Malawi,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Malawi,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Malawi,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Malawi,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Malaysia,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Malaysia,Overview,Net-zero Target,,,nz_year,2050 at earliest,Net_Zero,Net-zero Target Year
Malaysia,Overview,Net-zero Target,,,nz_source,"<a href=""https://rmke12.epu.gov.my/en"">Twelfth Malaysia Plan, 2021 - 2025</a> (09/27/2021)",Net_Zero,Net-zero Target Source
Malaysia,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Malaysia,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Malaysia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Malaysia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Malaysia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Maldives,Overview,Net-zero Target,,,nz_status,In Policy Document (12/28/2020); In Political Pledge (12/12/2020),Net_Zero,Net-zero Target Status
Maldives,Overview,Net-zero Target,,,nz_year,2030,Net_Zero,Net-zero Target Year
Maldives,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Maldives%20Nationally%20Determined%20Contribution%202020.pdf"">Update of Nationally Determined Contribution of Maldives</a> (12/28/2020)<br><a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Maldives,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Maldives,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Maldives,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Maldives,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Maldives,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Malta,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Malta,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Malta,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/MLT_LTS_Nov2021.pdf"">Malta Low Carbon Development Strategy </a> (11/12/2021)",Net_Zero,Net-zero Target Source
Malta,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Malta,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Malta,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Malta,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
Malta,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Marshall Islands,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Marshall Islands,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Marshall Islands,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Marshall%20Islands%20Second/20181122%20Marshall%20Islands%20NDC%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf"">Marshall Islands Second NDC</a> (11/22/2018) ; <a href=""https://unfccc.int/sites/default/files/resource/180924%20rmi%202050%20climate%20strategy%20final_0.pdf"">2050 Climate Strategy</a> (9/25/2018)",Net_Zero,Net-zero Target Source
Marshall Islands,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Marshall Islands,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Marshall Islands,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Marshall Islands,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
Marshall Islands,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Mauritania,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Mauritania,Overview,Net-zero Target,,,nz_year,2030,Net_Zero,Net-zero Target Year
Mauritania,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc-cop26.streamworld.de/webcast/national-statements"">Speech during COP26 World Leaders Summit</a> (11/1/2021)",Net_Zero,Net-zero Target Source
Mauritania,Overview,Net-zero Target,,,nz_ghg,Partial GHG Coverage,Net_Zero,Coverage of GHGs
Mauritania,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Mauritania,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Mauritania,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Mauritania,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Mauritius,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Mauritius,Overview,Net-zero Target,,,nz_year,2070,Net_Zero,Net-zero Target Year
Mauritius,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Mauritius,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Mauritius,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Mauritius,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Mauritius,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Mauritius,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Monaco,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Monaco,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Monaco,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Monaco%20First/Monaco_NDC_2020.pdf"">Monaco First NDC (Updated submission) (French)</a> (12/27/2020)",Net_Zero,Net-zero Target Source
Monaco,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Monaco,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Monaco,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Monaco,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Monaco,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Montenegro,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Montenegro,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Montenegro,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc-cop26.streamworld.de/webcast/national-statements"">Speech during COP26 World Leaders Summit</a> (11/1/2021)",Net_Zero,Net-zero Target Source
Montenegro,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Montenegro,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Montenegro,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Montenegro,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Montenegro,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Morocco,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Morocco,Overview,Net-zero Target,,,nz_year,This century,Net_Zero,Net-zero Target Year
Morocco,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/MAR_LTS_Dec2021.pdf"">Stratégie Bas Carbone à Long Terme Maroc 2050</a> (12/21/2021)",Net_Zero,Net-zero Target Source
Morocco,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Morocco,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Morocco,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Morocco,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Morocco,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Namibia,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Namibia,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Namibia,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Namibia%20First/Namibia%27s%20Updated%20NDC_%20FINAL%2025%20July%202021.pdf"">Namibia’s Updated Nationally Determined Contribution</a> (7/30/2021)",Net_Zero,Net-zero Target Source
Namibia,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Namibia,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Namibia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Namibia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Namibia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Nauru,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Nauru,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Nauru,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Nauru,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Nauru,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Nauru,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Nauru,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Nauru,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Nepal,Overview,Net-zero Target,,,nz_status,In Policy Document (10/31/2021); <br>In Political Pledge (12/12/2020),Net_Zero,Net-zero Target Status
Nepal,Overview,Net-zero Target,,,nz_year,2045,Net_Zero,Net-zero Target Year
Nepal,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/NepalLTLEDS.pdf"">Nepal's Long-term Strategy for Net-zero Emissions</a> (10/31/21); <a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020)",Net_Zero,Net-zero Target Source
Nepal,Overview,Net-zero Target,,,nz_ghg,Partial GHG Coverage,Net_Zero,Coverage of GHGs
Nepal,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Nepal,Overview,Net-zero Target,,,nz_offset,International Offsets Not Included,Net_Zero,Includes International Offsets
Nepal,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Nepal,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
New Zealand,Overview,Net-zero Target,,,nz_status,In Policy (11/4/2021);<br>In Law (11/13/2019),Net_Zero,Net-zero Target Status
New Zealand,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
New Zealand,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/New%20Zealand%20First/New%20Zealand%20NDC%20November%202021.pdf"">New Zealand Updated First NDC</a> (11/4/2021); <a href=""https://unfccc.int/sites/default/files/resource/NZL_LTS_2021.pdf"">New Zealand's Long-term Low-Emission Development Strategy</a> (11/4/2021) ; <a href=""http://www.legislation.govt.nz/act/public/2019/0061/latest/LMS183736.html"">Climate Change Response (Zero Carbon) Amendment Act 2019</a> (11/13/2019)",Net_Zero,Net-zero Target Source
New Zealand,Overview,Net-zero Target,,,nz_ghg,Partial GHG Coverage,Net_Zero,Coverage of GHGs
New Zealand,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
New Zealand,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
New Zealand,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
New Zealand,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Nigeria,Overview,Net-zero Target,,,nz_status,In Policy Document (12/8/2021); In Political Pledge (11/2/2021),Net_Zero,Net-zero Target Status
Nigeria,Overview,Net-zero Target,,,nz_year,2060,Net_Zero,Net-zero Target Year
Nigeria,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/resource/Nigeria_LTS1.pdf"">2050 Long-Term Vision for Nigeria</a> (12/8/2021); <a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-o-2"">Speech during COP26 World Leaders Summit</a> (11/2/2021)",Net_Zero,Net-zero Target Source
Nigeria,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Nigeria,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Nigeria,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Nigeria,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Nigeria,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Panama,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Panama,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Panama,Overview,Net-zero Target,,,nz_source,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Panama%20First/CDN1%20Actualizada%20Rep%C3%BAblica%20de%20Panam%C3%A1.pdf"">Panama First NDC (Updated submission) (Spanish)</a> (12/27/2020)",Net_Zero,Net-zero Target Source
Panama,Overview,Net-zero Target,,,nz_ghg,Partial GHG Coverage,Net_Zero,Coverage of GHGs
Panama,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Panama,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Panama,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Panama,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Papua New Guinea,Overview,Net-zero Target,,,nz_status,In Policy Document,Net_Zero,Net-zero Target Status
Papua New Guinea,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Papua New Guinea,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Second%20NDC.pdf"">Papua New Guinea’s Enhanced Nationally Determined Contribution 2020</a> (12/16/2021)",Net_Zero,Net-zero Target Source
Papua New Guinea,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Papua New Guinea,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Papua New Guinea,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Papua New Guinea,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Papua New Guinea,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Portugal,Overview,Net-zero Target,,,nz_status,In Law (12/31/2021); In Policy Document (9/20/2019),Net_Zero,Net-zero Target Status
Portugal,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Portugal,Overview,Net-zero Target,,,nz_source,"<a href=""https://storage.googleapis.com/cclow-staging/0pxeio84ljog4q3aoyxtrqku03rt?GoogleAccessId=laws-and-pathways-staging%40soy-truth-247515.iam.gserviceaccount.com&Expires=1660920863&Signature=gJe%2Bozk7FWd2diFsO3wJfLfsvHGn9Errfw%2FUQ3itkJFy4VvEE%2B5tZ9TxncVLlI63OhncAOuDCqQIuC9%2FZ63Vp6X%2BXRHW5EKfpyZfpw5WYnPDXlt9FaeuJ5849UKGa7AaZztpvQnXZmoz9pGPJNNHzZdbEfZViDwDM9hQL%2BmRh%2Bd1J5f4he%2Bvs5OG2XvBEn3fh4XG4XoO3jcWqVmdtQsQ6zSDezDrPfUEsgQLiJKxNNF8xjaYKQAt1l4dbHsXyHRz2ysNrSENNiLdWZiNjhK9Nrczb701gIurT5T15neMfYZ9g6xyVWMyICGru2%2Brsfmr4FLJBE63mfN4qJGTHqfcdQ%3D%3D&response-content-disposition=inline%3B+filename%3D%220000500032.pdf%22%3B+filename%2A%3DUTF-8%27%270000500032.pdf&response-content-type=application%2Fpdf"">Framework climate law no 98/2021 </a> (12/31/2021)<br><a href=""https://unfccc.int/sites/default/files/resource/RNC2050_EN_PT%20Long%20Term%20Strategy.pdf"">Roadmap for Carbon Neutrality 2050</a> (9/20/2019)",Net_Zero,Net-zero Target Source
Portugal,Overview,Net-zero Target,,,nz_ghg,All GHGs Covered,Net_Zero,Coverage of GHGs
Portugal,Overview,Net-zero Target,,,nz_sec,All sectors,Net_Zero,Coverage of Domestic Sectors
Portugal,Overview,Net-zero Target,,,nz_offset,International Offsets Not Included,Net_Zero,Includes International Offsets
Portugal,Overview,Net-zero Target,,,nz_ship,International Shipping and Aviation Not Included,Net_Zero,Includes International Shipping and Aviation
Portugal,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Russia,Overview,Net-zero Target,,,nz_status,In Law (10/29/2021); In Political Pledge (10/13/2021),Net_Zero,Net-zero Target Status
Russia,Overview,Net-zero Target,,,nz_year,No later than 2060,Net_Zero,Net-zero Target Year
Russia,Overview,Net-zero Target,,,nz_source,"<a href=""http://static.government.ru/media/files/ADKkCzp3fWO32e2yA0BhtIpyzWfHaiUa.pdf"">Strategy of socio-economic development of the Russian Federation for low greenhouse gas emissions by 2050</a> (10/29/2021)<br><a href=""https://tv.guardian.ng/news/world-news/putin-says-russia-aiming-for-carbon-neutrality-by-2060/"">Russian Energy Week presidential speech</a> (10/13/2021)",Net_Zero,Net-zero Target Source
Russia,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Russia,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Russia,Overview,Net-zero Target,,,nz_offset,International Offsets Included,Net_Zero,Includes International Offsets
Russia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Russia,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Rwanda,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Rwanda,Overview,Net-zero Target,,,nz_year,2050,Net_Zero,Net-zero Target Year
Rwanda,Overview,Net-zero Target,,,nz_source,"<a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-o-3"">Speech during COP26 World Leaders Summit</a> (11/2/2021)",Net_Zero,Net-zero Target Source
Rwanda,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Rwanda,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Rwanda,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Rwanda,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
Rwanda,Overview,Net-zero Target,,,nz_separate_net_gross,Net Target Only,Net_Zero,Includes Separate Targets for Gross and Net Reductions
Saudi Arabia,Overview,Net-zero Target,,,nz_status,In Political Pledge,Net_Zero,Net-zero Target Status
Saudi Arabia,Overview,Net-zero Target,,,nz_year,2060,Net_Zero,Net-zero Target Year
Saudi Arabia,Overview,Net-zero Target,,,nz_source,"<a href=""https://www.youtube.com/watch?v=KSLEV4_Qlfs"">Crown Prince's speech at Saudi Green Initiative Forum</a> (10/23/21)",Net_Zero,Net-zero Target Source
Saudi Arabia,Overview,Net-zero Target,,,nz_ghg,GHG Coverage Unclear or Undecided,Net_Zero,Coverage of GHGs
Saudi Arabia,Overview,Net-zero Target,,,nz_sec,Unclear or Undecided,Net_Zero,Coverage of Domestic Sectors
Saudi Arabia,Overview,Net-zero Target,,,nz_offset,Unclear or Undecided,Net_Zero,Includes International Offsets
Saudi Arabia,Overview,Net-zero Target,,,nz_ship,Unclear or Undecided,Net_Zero,Includes International Shipping and Aviation
