Country,Year,GghExclLandForestry,GhgInclLandForestry,COExclLandForestry,GhgEmissionCH4,GhgEmissionN2O,GhgEmissionFgas,GhgEmissionEnergy,GhgEmissionIndustrial,GhgEmissionAgri,GhgEmissionWaste,CO2EmissionLUCF,CO2EmissionBunkerFuels,CO2EmissionElectricity,CO2EmissionManufacturing,CO2EmissionTransportation,GghEmissionFuel,GhgEmissionFugitive,Population,GDPUSDMillion2005,GDPUSDMillion2005,Energy,Temperature
Cook Islands,1998,0.08,0.06,0.02,0.02,0.04,0.00,0.00,0.00,0.02,0.04,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,-0.258
Cook Islands,1999,0.09,0.07,0.03,0.02,0.04,0.00,0.00,0.00,0.02,0.04,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,0.625
Cook Islands,2000,0.09,0.07,0.03,0.02,0.04,0.00,0.00,0.00,0.02,0.04,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,20407,112,NA,NA,0.303
Cook Islands,2001,0.09,0.09,0.03,0.02,0.03,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20611,100,NA,NA,0.402
Cook Islands,2002,0.08,0.09,0.03,0.02,0.03,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20811,105,NA,NA,0.292
Cook Islands,2003,0.09,0.09,0.03,0.02,0.03,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21008,105,NA,NA,0.262
Cook Islands,2004,0.11,0.11,0.06,0.02,0.03,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21200,105,NA,NA,0.257
Cook Islands,2005,0.11,0.11,0.06,0.02,0.03,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21388,183.2,NA,NA,0.115
Cook Islands,2006,0.11,0.11,0.07,0.02,0.03,0.00,0.00,0.00,0.02,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,21388,183.2,NA,NA,0.314
Cook Islands,2007,0.11,0.11,0.07,0.02,0.03,0.00,0.00,0.00,0.02,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,21750,183.2,NA,NA,0.344
Cook Islands,2008,0.12,0.11,0.07,0.02,0.03,0.00,0.00,0.00,0.02,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,12271,183.2,NA,NA,0.208
Cook Islands,2009,0.12,0.11,0.07,0.02,0.03,0.00,0.00,0.00,0.02,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,11870,NA,NA,NA,0.077
Cook Islands,2010,0.12,0.11,0.07,0.02,0.03,0.00,0.00,0.00,0.02,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,11488,NA,NA,NA,0.604
Cook Islands,2011,0.12,0.12,0.08,0.02,0.02,0.00,0.00,0.00,0.02,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,0.548
Costa Rica,1990,6.73,12.88,2.91,3.33,0.48,0.01,2.92,0.47,2.88,0.46,6.15,0.25,0.19,0.69,1.57,0.47,0.00,3078551,22478.59086,9814.970826,1677.767,0.591
Costa Rica,1991,7.36,13.51,3.09,3.41,0.85,0.01,3.03,0.51,3.27,0.53,6.15,0.19,0.25,0.65,1.63,0.50,0.00,3155979,23056.72222,10067.40402,1780.051,0.582
Costa Rica,1992,8.89,15.04,4.17,3.49,1.22,0.01,4.10,0.51,3.67,0.61,6.15,0.37,0.66,0.55,2.37,0.52,0.00,3233568,25166.87717,10988.77447,2298.1,0.498
Costa Rica,1993,9.38,15.53,4.21,3.56,1.59,0.01,4.02,0.60,4.07,0.68,6.15,0.50,0.49,0.57,2.44,0.52,0.00,3312307,27032.66905,11803.4471,2344.942,0.308
Costa Rica,1994,10.49,16.65,4.87,3.64,1.96,0.02,4.64,0.64,4.46,0.76,6.16,0.45,0.89,0.65,2.57,0.53,0.00,3393575,28311.20656,12361.70311,2304.219,0.514
Costa Rica,1995,10.90,17.06,4.83,3.72,2.34,0.02,4.60,0.61,4.86,0.83,6.16,0.68,0.86,0.66,2.56,0.52,0.00,3478197,29421.2577,12846.39183,2348.043,0.633
Costa Rica,1996,10.67,16.83,4.54,3.66,2.44,0.03,4.32,0.60,4.83,0.92,6.16,0.69,0.52,0.64,2.58,0.58,0.00,3566605,29682.1013,12960.28564,2360.117,-0.021
Costa Rica,1997,10.70,16.86,4.52,3.60,2.54,0.04,4.24,0.67,4.80,1.01,6.16,0.57,0.29,0.70,2.65,0.60,0.00,3658020,31337.82424,13683.23453,2382.737,0.862
Costa Rica,1998,11.29,17.46,5.05,3.54,2.64,0.06,4.65,0.75,4.78,1.10,6.17,0.68,0.36,0.75,2.93,0.61,0.00,3750585,33969.52704,14832.33175,2384.074,1.139
Costa Rica,1999,11.36,17.53,5.07,3.48,2.74,0.07,4.66,0.77,4.75,1.19,6.17,0.75,0.13,0.79,3.04,0.70,0.00,3841734,36762.56972,16051.87583,2628.921,-0.174
Costa Rica,2000,11.32,17.50,4.97,3.42,2.85,0.08,4.57,0.76,4.72,1.28,6.17,0.70,0.06,0.85,2.94,0.72,0.00,3929588,37424.59912,16340.94196,2873.584,-0.017
Costa Rica,2001,11.88,4.27,5.46,3.46,2.86,0.10,5.01,0.86,4.72,1.29,-7.61,0.65,0.19,0.89,3.14,0.79,0.00,4013488,37827.43613,16516.83526,2888.622,0.608
Costa Rica,2002,12.08,4.45,5.58,3.51,2.87,0.13,5.16,0.88,4.72,1.31,-7.63,0.88,0.18,0.73,3.47,0.78,0.00,4093840,38925.25834,16996.18439,3073.404,0.894
Costa Rica,2003,12.43,4.80,5.85,3.55,2.88,0.15,5.52,0.87,4.72,1.33,-7.63,0.47,0.23,0.97,3.55,0.77,0.00,4171145,41418.23071,18084.70685,3297.329,0.864
Costa Rica,2004,12.81,5.18,6.15,3.60,2.89,0.17,5.66,1.08,4.72,1.35,-7.62,0.64,0.13,0.97,3.90,0.66,0.00,4246336,43182.42069,18855.0164,3879.846,0.796
Costa Rica,2005,13.42,5.79,6.69,3.64,2.90,0.20,5.99,1.35,4.73,1.36,-7.63,0.92,0.29,0.96,4.03,0.71,0.00,4320130,45724.3009,19964.89381,3864.771,0.584
Costa Rica,2006,13.59,5.97,6.60,3.77,3.00,0.22,6.21,1.07,4.93,1.38,-7.62,0.84,0.56,0.97,3.92,0.76,0.00,4392493,49738.73035,21717.7398,4181.746,0.775
Costa Rica,2007,15.00,7.37,7.74,3.91,3.11,0.24,6.92,1.55,5.13,1.40,-7.63,0.88,0.73,1.18,4.21,0.80,0.00,4463226,53685.66797,23441.11641,4508.452,0.75
Costa Rica,2008,15.36,7.73,7.84,4.05,3.21,0.27,6.94,1.67,5.33,1.42,-7.63,0.77,0.67,1.13,4.32,0.82,0.00,4532711,55152.15664,24081.43873,4585.966,0.349
Costa Rica,2009,14.81,7.19,7.03,4.18,3.31,0.29,6.63,1.19,5.53,1.44,-7.63,0.58,0.43,1.00,4.37,0.83,0.00,4601424,54591.96578,23836.83901,4560.99,1.052
Costa Rica,2010,15.22,7.58,7.17,4.32,3.42,0.32,6.91,1.11,5.73,1.46,-7.63,0.58,0.60,1.00,4.52,0.79,0.00,4669685,57296.62675,25017.79242,4646.183,0.989
Costa Rica,2011,14.85,7.21,6.68,4.37,3.46,0.34,7.08,0.00,5.80,1.48,-7.63,0.59,0.67,0.99,4.60,0.82,0.00,4737680,59837.5052,26127.23242,4655.08,0.564
Cuba,1990,65.20,43.26,35.28,11.60,18.28,0.03,34.84,2.55,25.13,2.68,-21.93,1.03,12.75,10.65,5.02,6.40,0.01,10600841,143456.2692,38539.45274,17689.038,0.836
Cuba,1991,54.35,32.15,27.30,11.02,16.00,0.03,27.38,1.86,22.57,2.55,-22.20,0.90,10.97,7.27,3.69,5.36,0.09,10684831,128116.9244,34418.54568,14731.578,0.899
Cuba,1992,46.21,23.48,22.02,10.44,13.71,0.03,22.11,1.67,20.01,2.42,-22.73,0.67,9.00,5.99,2.57,4.38,0.17,10757891,113280.2121,30432.67056,12992.738,0.608
Cuba,1993,41.31,18.06,19.97,9.87,11.43,0.04,20.56,1.01,17.45,2.29,-23.25,0.64,9.15,5.64,1.93,3.59,0.25,10821551,96426.17777,25904.84293,10861.834,0.639
Cuba,1994,39.98,16.21,21.51,9.29,9.14,0.04,22.10,0.83,14.89,2.16,-23.78,0.56,10.37,5.92,1.87,3.62,0.32,10878823,97117.486,26090.56253,11128.503,1.016
Cuba,1995,38.56,14.25,22.94,8.71,6.86,0.05,23.36,0.83,12.33,2.03,-24.30,0.58,10.88,6.57,1.95,3.56,0.40,10932013,99503.85786,26731.6601,11053.059,1.222
Cuba,1996,41.23,16.40,24.91,8.50,7.74,0.08,25.55,0.86,12.76,2.07,-24.83,0.89,11.46,7.24,2.18,4.08,0.58,10980758,107303.7166,28827.08812,11999.024,0.627
Cuba,1997,44.29,18.94,27.26,8.30,8.61,0.12,28.00,1.01,13.18,2.10,-25.36,1.00,10.80,9.25,2.73,4.18,1.04,11024249,110292.1294,29629.92368,12313.679,1.031
Cuba,1998,44.57,18.69,26.84,8.09,9.49,0.15,27.77,1.05,13.60,2.14,-25.88,1.01,10.67,9.78,2.46,3.73,1.13,11063917,110463.8772,29676.06366,11553.718,1.191
Cuba,1999,46.15,19.75,27.71,7.89,10.37,0.19,28.84,1.12,14.03,2.17,-26.41,0.88,10.23,11.09,2.33,3.87,1.32,11101580,117302.9206,31513.36913,12008.67,0.806
Cuba,2000,47.23,20.30,28.09,7.68,11.25,0.22,29.49,1.07,14.45,2.21,-26.93,0.70,10.82,10.86,2.15,4.16,1.50,11138416,124242.4039,33377.65773,12858.744,0.508
Cuba,2001,47.15,24.40,27.22,7.60,12.05,0.28,28.80,0.98,15.16,2.22,-22.75,0.63,9.57,11.76,2.19,3.75,1.53,11175465,128196.0832,34439.81163,12588.48,0.535
Cuba,2002,46.83,23.72,26.12,7.51,12.85,0.34,27.70,1.03,15.87,2.23,-23.11,0.74,12.75,8.03,2.04,3.31,1.56,11212125,130027.4806,34931.81561,11729.419,0.945
Cuba,2003,47.02,23.55,25.53,7.43,13.66,0.40,27.10,1.10,16.58,2.24,-23.47,0.52,13.34,6.00,1.87,4.29,1.60,11245926,134957.2965,36256.2081,11662.187,1.089
Cuba,2004,47.54,23.71,25.27,7.35,14.46,0.46,26.81,1.19,17.29,2.25,-23.83,0.63,13.15,5.30,1.95,4.78,1.63,11273363,142745.5186,38348.50995,11312.467,0.872
Cuba,2005,49.14,24.95,26.09,7.26,15.27,0.52,27.55,1.32,18.00,2.26,-24.19,0.62,13.10,6.43,1.89,4.47,1.66,11292078,158735.462,42644.2,10758.079,0.787
Cuba,2006,50.10,39.84,26.60,7.30,15.55,0.64,27.98,1.51,18.34,2.27,-10.25,0.66,12.98,8.01,1.81,3.53,1.65,11301100,177888.1749,47789.56645,10846.601,0.914
Cuba,2007,51.35,41.09,27.41,7.35,15.84,0.76,28.71,1.68,18.68,2.28,-10.26,0.63,13.41,8.32,1.83,3.51,1.64,11301674,190806.6578,51260.11022,10137.385,0.902
Cuba,2008,50.32,40.05,25.93,7.39,16.12,0.88,27.27,1.75,19.02,2.28,-10.27,0.54,13.18,7.27,1.80,3.39,1.64,11296355,198661.8398,53370.40081,10565.901,0.642
Cuba,2009,57.50,47.23,32.67,7.43,16.40,0.99,34.02,1.83,19.36,2.29,-10.27,0.52,19.44,8.93,1.43,2.59,1.63,11288826,201540.6818,54143.80024,12345.516,0.93
Cuba,2010,55.54,45.26,30.26,7.48,16.69,1.11,31.60,1.94,19.71,2.29,-10.28,0.52,18.01,8.12,1.41,2.53,1.53,11281768,206353.97,55436.88763,11308.001,0.957
Cuba,2011,53.83,43.55,28.04,7.53,17.02,1.24,30.18,0.00,20.10,2.30,-10.28,0.46,17.30,7.46,1.37,2.55,1.50,11276053,211946.8631,56939.41547,11186.615,0.538
Cyprus,1990,5.09,5.03,4.42,0.47,0.20,0.00,3.85,0.57,0.44,0.22,-0.07,0.90,1.74,0.78,1.15,0.18,0.00,766611,13285.18481,9641.214594,1365.112,0.069
Cyprus,1991,5.66,5.60,4.97,0.48,0.20,0.01,4.41,0.57,0.45,0.23,-0.07,1.02,1.81,1.28,1.14,0.18,0.00,783138,13383.42875,9712.511376,1393.106,0.379
Cyprus,1992,5.99,5.93,5.28,0.49,0.20,0.01,4.72,0.57,0.46,0.23,-0.07,1.01,2.11,1.11,1.29,0.21,0.00,800660,14641.47106,10625.48745,1568.233,-0.928
Cyprus,1993,6.19,6.12,5.46,0.51,0.21,0.01,4.92,0.55,0.47,0.24,-0.07,0.85,2.22,1.18,1.32,0.20,0.00,818814,14743.96135,10699.86586,1683.746,-0.421
Cyprus,1994,6.40,6.33,5.65,0.52,0.21,0.01,5.13,0.54,0.49,0.24,-0.07,0.91,2.35,1.21,1.37,0.20,0.00,837166,15613.85507,11331.15794,1923.949,1.047
Cyprus,1995,6.30,6.24,5.54,0.53,0.22,0.02,5.02,0.53,0.50,0.25,-0.07,1.00,2.14,1.23,1.45,0.20,0.00,855389,16566.30023,12022.35858,1694.853,0.058
Cyprus,1996,6.60,6.54,5.83,0.54,0.21,0.02,5.33,0.52,0.50,0.26,-0.07,1.04,2.26,1.36,1.51,0.20,0.00,873246,16872.58405,12244.63234,1884.453,0.253
Cyprus,1997,6.69,6.62,5.90,0.55,0.21,0.03,5.46,0.48,0.49,0.26,-0.07,1.05,2.40,1.28,1.57,0.21,0.00,890733,17268.8396,12532.19964,1846.486,0.008
Cyprus,1998,7.18,7.12,6.39,0.56,0.20,0.03,5.79,0.63,0.49,0.27,-0.07,1.09,2.62,1.32,1.64,0.21,0.00,908040,18139.75217,13164.23112,1976.228,0.961
Cyprus,1999,7.43,7.36,6.63,0.57,0.20,0.04,6.04,0.61,0.49,0.27,-0.07,1.28,2.80,1.36,1.68,0.20,0.00,925491,19018.95388,13802.27812,1986.674,1.079
Cyprus,2000,7.78,7.71,6.97,0.57,0.19,0.04,6.27,0.74,0.49,0.28,-0.07,1.42,2.93,1.39,1.72,0.23,0.00,943287,19978.0422,14498.29978,2136.936,0.618
Cyprus,2001,7.67,7.56,6.84,0.59,0.20,0.05,6.16,0.73,0.50,0.28,-0.12,1.55,2.82,1.33,1.78,0.23,0.00,961481,20782.2686,15081.93632,2114.235,1.161
Cyprus,2002,7.89,7.77,7.03,0.60,0.20,0.05,6.31,0.77,0.51,0.29,-0.12,1.35,2.98,1.32,1.76,0.25,0.00,979877,21216.87494,15397.33524,2143.148,0.836
Cyprus,2003,8.68,8.56,7.80,0.61,0.21,0.06,6.99,0.88,0.52,0.30,-0.12,1.36,3.50,1.36,1.87,0.26,0.00,998142,21627.22417,15695.1305,2331.693,0.585
Cyprus,2004,8.62,8.50,7.71,0.63,0.21,0.07,6.87,0.91,0.53,0.30,-0.12,1.07,3.28,1.39,1.97,0.23,0.00,1015820,22540.90819,16358.20172,2184.136,0.614
Cyprus,2005,8.82,8.70,7.89,0.64,0.21,0.07,7.00,0.97,0.55,0.31,-0.12,1.79,3.45,1.01,2.00,0.54,0.00,1032586,23422.24942,16997.80139,2219.333,0.335
Cyprus,2006,8.89,8.78,7.95,0.65,0.21,0.08,7.07,0.97,0.54,0.31,-0.11,1.82,3.53,0.87,1.99,0.68,0.00,1048314,24388.49048,17699.01388,2308.429,0.622
Cyprus,2007,9.24,9.13,8.28,0.65,0.21,0.09,7.35,1.03,0.54,0.32,-0.11,1.72,3.71,0.87,2.12,0.65,0.00,1063095,25639.75245,18607.06938,2437.112,0.814
Cyprus,2008,9.46,9.35,8.50,0.65,0.21,0.10,7.58,1.03,0.53,0.33,-0.11,1.65,3.86,0.93,2.16,0.63,0.00,1077089,26569.60787,19281.87637,2574.252,1.031
Cyprus,2009,9.17,9.06,8.20,0.66,0.21,0.11,7.47,0.85,0.53,0.33,-0.11,1.49,3.89,0.78,2.16,0.64,0.00,1090553,26126.91583,18960.60956,2525.367,0.983
Cyprus,2010,8.87,8.76,7.88,0.66,0.21,0.12,7.23,0.78,0.52,0.34,-0.11,1.40,3.75,0.68,2.21,0.59,0.00,1103685,26466.56574,19207.09749,2442.559,2.03
Cyprus,2011,7.93,7.82,6.93,0.67,0.21,0.13,6.93,0.00,0.52,0.35,-0.11,1.50,3.61,0.53,2.14,0.65,0.00,1116513,26572.432,19283.92588,2368.062,0.715
Denmark,1990,67.10,67.60,51.68,5.73,9.66,0.03,51.40,1.90,12.47,1.31,0.50,4.72,26.30,5.49,10.25,9.10,0.26,5140939,168194.3977,187355.4881,17361.033,1.843
Denmark,1991,77.44,77.94,62.12,5.78,9.46,0.09,61.76,2.11,12.28,1.31,0.50,4.31,35.06,5.91,10.83,9.48,0.48,5154298,170381.6431,189791.9095,19251.703,0.616
Denmark,1992,71.66,72.15,56.43,5.83,9.26,0.14,56.11,2.16,12.09,1.31,0.49,4.49,30.18,5.78,10.80,8.83,0.52,5171370,173747.4652,193541.1737,18420.865,1.452
Denmark,1993,73.97,74.45,58.83,5.89,9.06,0.20,58.47,2.29,11.90,1.31,0.48,5.84,31.74,5.70,11.07,9.50,0.47,5188628,173591.7787,193367.7511,18916.167,0.235
Denmark,1994,77.83,78.30,62.78,5.94,8.86,0.25,62.42,2.39,11.71,1.31,0.47,6.52,35.86,5.75,11.51,8.83,0.47,5206180,183183.4135,204052.0868,19572.756,0.967
Denmark,1995,74.69,75.15,59.74,5.99,8.66,0.30,59.37,2.50,11.52,1.31,0.46,6.80,32.43,5.98,11.63,8.94,0.38,5233373,188798.3065,210306.6413,19391.728,1.304
Denmark,1996,87.81,88.26,72.97,5.97,8.49,0.37,72.59,2.61,11.29,1.31,0.45,6.63,44.87,5.91,11.75,9.60,0.45,5263074,194149.8797,216267.878,21947.205,-0.753
Denmark,1997,78.25,78.70,63.52,5.95,8.33,0.44,63.16,2.73,11.07,1.30,0.45,6.28,36.00,5.83,11.88,8.89,0.56,5284991,200359.6747,223185.107,20337.941,0.651
Denmark,1998,74.06,74.50,59.44,5.93,8.17,0.51,59.18,2.74,10.85,1.30,0.44,6.45,32.52,5.66,11.93,8.62,0.45,5304219,204688.3578,228006.9236,20009.078,0.869
Denmark,1999,70.98,71.41,56.48,5.91,8.01,0.58,56.51,2.53,10.62,1.30,0.43,6.32,29.53,5.71,11.97,8.42,0.89,5321799,209929.3038,233844.9301,19172.847,1.334
Denmark,2000,66.67,67.09,52.27,5.89,7.84,0.65,52.31,2.66,10.40,1.30,0.42,6.35,26.54,5.39,11.92,7.86,0.60,5339616,217336.9866,242096.513,18633.651,1.719
Denmark,2001,67.52,61.81,53.41,5.87,7.53,0.72,53.42,2.54,10.27,1.29,-5.71,5.71,27.75,5.60,11.96,7.96,0.15,5358783,218868.8518,243802.8918,19202.9,1.044
Denmark,2002,67.35,61.42,53.51,5.84,7.22,0.78,53.54,2.40,10.15,1.27,-5.93,4.80,27.96,5.21,12.14,7.67,0.56,5375931,219888.4486,244938.6434,19003.754,1.652
Denmark,2003,72.30,66.16,58.74,5.82,6.91,0.84,58.79,2.23,10.02,1.26,-6.14,5.02,32.70,5.25,12.60,7.66,0.59,5390574,220732.4489,245878.7942,20087.48,0.707
Denmark,2004,66.60,60.24,53.31,5.79,6.59,0.90,53.26,2.18,9.89,1.25,-6.35,4.79,26.90,5.37,12.98,7.37,0.64,5404523,225801.541,251525.3689,19428.049,1.032
Denmark,2005,62.85,56.28,49.84,5.76,6.28,0.96,49.82,2.03,9.77,1.23,-6.57,4.96,23.67,5.18,13.24,7.25,0.49,5419432,231322.7227,257675.5362,18887.53,1.282
Denmark,2006,70.59,71.78,58.02,5.73,5.84,0.99,57.58,2.47,9.29,1.25,1.19,5.74,31.26,5.34,13.42,7.08,0.48,5437272,239175.4592,266422.8744,20251.507,1.349
Denmark,2007,65.39,66.58,53.27,5.70,5.40,1.02,52.85,2.47,8.81,1.27,1.19,5.96,26.65,5.16,14.02,6.61,0.42,5461438,242962.2336,270641.0468,19763.331,2.136
Denmark,2008,61.82,63.02,50.14,5.67,4.97,1.04,49.87,2.34,8.33,1.29,1.19,5.49,24.53,4.67,13.81,6.50,0.36,5493621,241057.7687,268519.6209,19199.674,1.853
Denmark,2009,59.08,60.27,47.84,5.64,4.53,1.07,48.03,1.89,7.85,1.30,1.19,3.90,24.44,3.84,13.10,6.40,0.26,5523095,227398.6748,253304.4518,18358.12,1.32
Denmark,2010,59.00,60.19,48.20,5.61,4.09,1.10,48.18,2.13,7.37,1.32,1.19,4.56,24.30,4.00,12.83,6.73,0.32,5547683,230552.374,256817.4276,19307.351,-0.199
Denmark,2011,53.69,54.88,42.81,5.61,4.10,1.17,42.89,2.10,7.37,1.32,1.19,4.65,20.24,3.98,12.31,6.05,0.32,5570572,233022.2503,259568.6779,17997.338,0.677
Djibouti,1990,0.85,0.85,0.40,0.25,0.20,0.00,0.00,0.00,0.38,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,589924,NA,732.9653394,130.056648,0.524
Djibouti,1991,0.86,0.86,0.40,0.26,0.20,0.00,0.00,0.00,0.39,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612589,NA,701.6118918,NA,0.467
Djibouti,1992,0.89,0.89,0.41,0.27,0.21,0.00,0.00,0.00,0.40,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,629373,NA,701.4858331,NA,0.434
Djibouti,1993,0.92,0.92,0.43,0.27,0.22,0.00,0.00,0.00,0.41,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,641900,NA,655.0412889,NA,0.303
Djibouti,1994,0.93,0.93,0.43,0.28,0.22,0.00,0.00,0.00,0.42,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,652793,NA,648.9013087,NA,0.275
Djibouti,1995,0.94,0.94,0.43,0.29,0.23,0.00,0.00,0.00,0.43,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,663999,NA,626.2659358,NA,0.659
Djibouti,1996,0.96,0.96,0.44,0.30,0.23,0.00,0.00,0.00,0.44,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675891,NA,600.4919689,NA,0.775
Djibouti,1997,0.98,0.98,0.44,0.30,0.24,0.00,0.00,0.00,0.46,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,687897,NA,596.0130662,NA,0.663
Djibouti,1998,0.97,0.97,0.41,0.31,0.24,0.00,0.00,0.00,0.47,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,699922,NA,596.6053754,NA,1.004
Djibouti,1999,1.01,1.01,0.44,0.32,0.25,0.00,0.00,0.00,0.48,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,711652,NA,609.6054435,NA,0.409
Djibouti,2000,0.99,0.99,0.40,0.33,0.25,0.00,0.00,0.00,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,722887,NA,612.1427065,NA,0.834
Djibouti,2001,0.97,0.97,0.38,0.33,0.25,0.00,0.00,0.00,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733732,NA,624.6779467,NA,0.811
Djibouti,2002,0.99,0.99,0.40,0.33,0.25,0.01,0.00,0.01,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,744434,NA,641.0355286,NA,1.363
Djibouti,2003,1.00,1.00,0.41,0.33,0.26,0.01,0.00,0.01,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755085,NA,661.5484048,NA,1.468
Djibouti,2004,1.05,1.05,0.46,0.33,0.26,0.01,0.00,0.01,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,765776,NA,686.8623963,133,0.953
Djibouti,2005,1.07,1.07,0.47,0.33,0.26,0.01,0.00,0.01,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776585,NA,708.6331947,139,1.206
Djibouti,2006,1.09,1.09,0.49,0.33,0.26,0.01,0.00,0.01,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787544,NA,742.6466292,143,0.889
Djibouti,2007,1.10,1.10,0.49,0.34,0.26,0.01,0.00,0.01,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,798690,NA,780.5220631,143,0.864
Djibouti,2008,1.14,1.14,0.52,0.34,0.26,0.01,0.00,0.01,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810100,NA,NA,NA,0.302
Djibouti,2009,1.15,1.15,0.53,0.35,0.26,0.02,0.00,0.02,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,821865,NA,NA,NA,1.404
Djibouti,2010,1.17,1.17,0.54,0.35,0.26,0.02,0.00,0.02,0.51,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,834036,NA,NA,NA,1.037
Djibouti,2011,1.80,1.80,1.15,0.36,0.27,0.02,0.00,0.00,0.52,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,846646,NA,NA,NA,0.902
Dominica,1990,0.16,0.10,0.06,0.07,0.03,0.00,0.00,0.00,0.03,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,70928,460.3246323,300.2148336,21.171594,0.436
Dominica,1991,0.16,0.10,0.06,0.07,0.03,0.00,0.00,0.00,0.03,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,70849,463.1230353,302.039898,NA,0.453
Dominica,1992,0.15,0.10,0.06,0.07,0.02,0.00,0.00,0.00,0.03,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,70978,472.6048429,308.2237498,NA,0.433
Dominica,1993,0.16,0.11,0.06,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,71205,480.5490902,313.4048344,NA,0.51
Dominica,1994,0.16,0.11,0.07,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,71372,487.4272729,317.8906524,NA,0.572
Dominica,1995,0.17,0.13,0.08,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,71367,497.0525892,324.1680977,NA,0.695
Dominica,1996,0.17,0.12,0.07,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,71146,510.1836505,332.7319223,NA,0.434
Dominica,1997,0.17,0.13,0.08,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,70756,517.7895781,337.6923613,NA,0.595
Dominica,1998,0.17,0.13,0.08,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,70295,543.5655753,354.5029688,NA,0.999
Dominica,1999,0.17,0.13,0.08,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,69902,547.2797441,356.925278,NA,0.486
Dominica,2000,0.19,0.15,0.10,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,69679,516.5973077,336.9147856,NA,0.282
Dominica,2001,0.20,0.19,0.11,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,69660,516.257292,336.6930339,NA,0.518
Dominica,2002,0.19,0.18,0.10,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,69806,505.2532094,329.5163838,NA,0.684
